battle_id,attacker_name,defender_name,winner_name,attacker_bst,defender_bst,type_multiplier,attacker_type,defender_type,battle_date
2194,diglett,mewtwo,mewtwo,265,680,1.0,ground,psychic,2025-09-04
2195,butterfree,wartortle,butterfree,395,405,1.0,bug,water,2025-10-13
2196,vileplume,primeape,primeape,490,455,1.0,grass,fighting,2025-12-08
2197,dewgong,aerodactyl,dewgong,475,515,2.0,water,rock,2025-11-27
2198,charizard,paras,paras,534,285,2.0,fire,bug,2026-01-15
2199,charizard,clefable,charizard,534,483,1.0,fire,fairy,2026-01-10
2200,dewgong,psyduck,dewgong,475,320,0.5,water,water,2025-11-05
2201,onix,drowzee,drowzee,385,328,1.0,rock,psychic,2025-06-11
2202,rhydon,pidgeotto,rhydon,485,349,1.0,ground,normal,2025-12-31
2203,venomoth,diglett,venomoth,450,265,1.0,bug,ground,2025-03-17
2204,drowzee,magneton,magneton,328,465,1.0,psychic,electric,2025-04-16
2205,abra,butterfree,butterfree,310,395,1.0,psychic,bug,2025-05-11
2206,venomoth,omanyte,venomoth,450,355,1.0,bug,rock,2025-12-21
2207,doduo,kadabra,doduo,310,400,1.0,normal,psychic,2025-10-15
2208,nidorino,lapras,lapras,365,535,1.0,poison,water,2025-06-30
2209,psyduck,spearow,spearow,320,262,1.0,water,normal,2025-04-02
2210,pidgeotto,oddish,pidgeotto,349,320,1.0,normal,grass,2025-04-11
2211,lapras,drowzee,lapras,535,328,1.0,water,psychic,2025-07-13
2212,paras,farfetchd,farfetchd,285,377,1.0,bug,normal,2025-06-11
2213,jynx,pinsir,jynx,455,500,1.0,ice,bug,2025-05-14
2214,exeggutor,mewtwo,mewtwo,530,680,1.0,grass,psychic,2025-11-21
2215,primeape,meowth,primeape,455,290,2.0,fighting,normal,2025-11-07
2216,exeggcute,mankey,exeggcute,325,305,1.0,grass,fighting,2025-08-26
2217,dratini,zubat,zubat,300,245,1.0,dragon,poison,2025-08-28
2218,machop,kabutops,machop,305,495,2.0,fighting,rock,2026-01-23
2219,golem,tangela,golem,495,435,1.0,rock,grass,2025-11-10
2220,mewtwo,metapod,mewtwo,680,205,1.0,psychic,bug,2025-04-23
2221,dewgong,weezing,dewgong,475,490,1.0,water,poison,2025-07-29
2222,marowak,onix,onix,425,385,2.0,ground,rock,2025-09-26
2223,weepinbell,krabby,weepinbell,390,325,2.0,grass,water,2025-07-24
2224,poliwag,machamp,machamp,300,505,1.0,water,fighting,2025-09-05
2225,fearow,golem,golem,442,495,0.5,normal,rock,2025-06-18
2226,kabuto,spearow,spearow,355,262,1.0,rock,normal,2025-11-11
2227,raichu,nidoqueen,raichu,485,505,1.0,electric,poison,2026-02-16
2228,kabuto,meowth,kabuto,355,290,1.0,rock,normal,2025-03-27
2229,dodrio,alakazam,dodrio,470,500,1.0,normal,psychic,2025-03-23
2230,victreebel,venomoth,venomoth,490,450,0.5,grass,bug,2025-12-27
2231,kabuto,machoke,kabuto,355,405,0.5,rock,fighting,2025-10-05
2232,tentacruel,muk,muk,515,500,1.0,water,poison,2025-08-13
2233,cubone,dragonite,dragonite,320,600,1.0,ground,dragon,2026-03-01
2234,starmie,ditto,ditto,520,288,1.0,water,normal,2025-12-21
2235,exeggcute,arcanine,arcanine,325,555,0.5,grass,fire,2025-11-20
2236,mr-mime,poliwag,mr-mime,460,300,1.0,psychic,water,2025-05-29
2237,staryu,seaking,seaking,340,450,0.5,water,water,2026-01-23
2238,magnemite,venomoth,venomoth,325,450,1.0,electric,bug,2025-03-15
2239,hitmonchan,psyduck,hitmonchan,455,320,1.0,fighting,water,2025-05-26
2240,wartortle,drowzee,wartortle,405,328,1.0,water,psychic,2026-01-01
2241,slowpoke,venusaur,venusaur,315,525,0.5,water,grass,2025-04-04
2242,cloyster,dewgong,cloyster,525,475,0.5,water,water,2025-08-02
2243,cubone,omanyte,cubone,320,355,2.0,ground,rock,2025-05-11
2244,charizard,moltres,moltres,534,580,0.5,fire,fire,2025-12-26
2245,wigglytuff,dodrio,dodrio,435,470,1.0,normal,normal,2025-05-03
2246,dratini,electrode,electrode,300,490,1.0,dragon,electric,2025-11-23
2247,electrode,pidgeotto,electrode,490,349,1.0,electric,normal,2025-12-01
2248,mr-mime,sandslash,mr-mime,460,450,1.0,psychic,ground,2025-07-19
2249,rapidash,arbok,rapidash,500,448,1.0,fire,poison,2025-03-27
2250,aerodactyl,paras,aerodactyl,515,285,2.0,rock,bug,2025-03-20
2251,magmar,squirtle,magmar,495,314,0.5,fire,water,2026-01-31
2252,kingler,tentacruel,kingler,475,515,0.5,water,water,2025-10-09
2253,jolteon,pidgeot,jolteon,525,479,1.0,electric,normal,2025-08-31
2254,eevee,venusaur,eevee,325,525,1.0,normal,grass,2025-08-09
2255,electrode,zubat,zubat,490,245,1.0,electric,poison,2025-12-31
2256,omanyte,lickitung,omanyte,355,385,1.0,rock,normal,2026-01-31
2257,voltorb,persian,voltorb,330,440,1.0,electric,normal,2025-11-22
2258,slowbro,rhyhorn,rhyhorn,490,345,2.0,water,ground,2025-04-01
2259,mr-mime,zubat,mr-mime,460,245,2.0,psychic,poison,2025-09-30
2260,mew,meowth,mew,600,290,1.0,psychic,normal,2025-03-22
2261,goldeen,victreebel,goldeen,320,490,0.5,water,grass,2025-12-24
2262,kangaskhan,pidgeotto,pidgeotto,490,349,1.0,normal,normal,2025-05-02
2263,kadabra,jolteon,kadabra,400,525,1.0,psychic,electric,2025-05-20
2264,magmar,goldeen,goldeen,495,320,0.5,fire,water,2026-02-15
2265,arbok,geodude,geodude,448,300,0.5,poison,rock,2025-07-17
2266,muk,ponyta,muk,500,410,1.0,poison,fire,2025-12-08
2267,hitmonchan,kadabra,hitmonchan,455,400,0.5,fighting,psychic,2025-04-25
2268,rhyhorn,goldeen,rhyhorn,345,320,1.0,ground,water,2025-04-04
2269,parasect,moltres,parasect,405,580,0.5,bug,fire,2025-03-15
2270,butterfree,poliwrath,poliwrath,395,510,1.0,bug,water,2025-12-17
2271,victreebel,omanyte,victreebel,490,355,2.0,grass,rock,2026-02-01
2272,mankey,pinsir,pinsir,305,500,0.5,fighting,bug,2025-05-28
2273,nidoran-m,onix,nidoran-m,273,385,0.5,poison,rock,2026-01-13
2274,gyarados,doduo,gyarados,540,310,1.0,water,normal,2025-12-13
2275,alakazam,psyduck,alakazam,500,320,1.0,psychic,water,2025-07-14
2276,squirtle,rattata,rattata,314,253,1.0,water,normal,2025-03-27
2277,seaking,krabby,seaking,450,325,0.5,water,water,2025-08-15
2278,diglett,exeggcute,diglett,265,325,0.5,ground,grass,2025-10-30
2279,nidorina,clefairy,nidorina,365,323,2.0,poison,fairy,2025-07-13
2280,electabuzz,seaking,electabuzz,490,450,2.0,electric,water,2025-05-31
2281,abra,chansey,abra,310,450,1.0,psychic,normal,2025-10-16
2282,golbat,gloom,gloom,455,395,2.0,poison,grass,2025-05-01
2283,raichu,paras,raichu,485,285,1.0,electric,bug,2025-06-07
2284,electrode,gloom,electrode,490,395,0.5,electric,grass,2026-03-02
2285,weepinbell,wigglytuff,weepinbell,390,435,1.0,grass,normal,2025-12-06
2286,mankey,blastoise,blastoise,305,530,1.0,fighting,water,2025-06-08
2287,mankey,tangela,tangela,305,435,1.0,fighting,grass,2025-04-16
2288,vaporeon,sandshrew,vaporeon,525,300,2.0,water,ground,2025-10-01
2289,tangela,kakuna,kakuna,435,205,0.5,grass,bug,2026-02-11
2290,hypno,meowth,meowth,483,290,1.0,psychic,normal,2025-08-28
2291,poliwrath,meowth,poliwrath,510,290,1.0,water,normal,2025-08-04
2292,wartortle,charmander,wartortle,405,309,2.0,water,fire,2025-11-29
2293,pidgeotto,primeape,primeape,349,455,1.0,normal,fighting,2026-01-17
2294,oddish,butterfree,butterfree,320,395,0.5,grass,bug,2026-01-11
2295,doduo,farfetchd,farfetchd,310,377,1.0,normal,normal,2025-11-30
2296,psyduck,omastar,psyduck,320,495,2.0,water,rock,2025-07-31
2297,nidoqueen,poliwag,nidoqueen,505,300,1.0,poison,water,2025-09-06
2298,farfetchd,vileplume,farfetchd,377,490,1.0,normal,grass,2025-04-07
2299,magnemite,charmander,magnemite,325,309,1.0,electric,fire,2025-07-16
2300,primeape,pidgeotto,primeape,455,349,2.0,fighting,normal,2025-10-16
2301,onix,butterfree,onix,385,395,2.0,rock,bug,2025-11-16
2302,hitmonlee,rapidash,rapidash,455,500,1.0,fighting,fire,2025-06-25
2303,sandshrew,omanyte,omanyte,300,355,2.0,ground,rock,2025-05-20
2304,gloom,alakazam,alakazam,395,500,1.0,grass,psychic,2025-05-04
2305,doduo,voltorb,voltorb,310,330,1.0,normal,electric,2025-03-17
2306,clefairy,seel,clefairy,323,325,1.0,fairy,water,2025-03-20
2307,magneton,jynx,magneton,465,455,1.0,electric,ice,2026-02-26
2308,mewtwo,kangaskhan,mewtwo,680,490,1.0,psychic,normal,2025-04-14
2309,poliwag,magikarp,magikarp,300,200,0.5,water,water,2026-03-01
2310,poliwag,charizard,charizard,300,534,2.0,water,fire,2026-01-03
2311,slowbro,poliwhirl,poliwhirl,490,385,0.5,water,water,2025-11-03
2312,spearow,pidgey,spearow,262,251,1.0,normal,normal,2025-06-25
2313,golem,meowth,golem,495,290,1.0,rock,normal,2025-11-23
2314,caterpie,poliwhirl,poliwhirl,195,385,1.0,bug,water,2025-05-05
2315,tangela,dodrio,tangela,435,470,1.0,grass,normal,2025-09-26
2316,metapod,vaporeon,vaporeon,205,525,1.0,bug,water,2025-08-07
2317,geodude,squirtle,geodude,300,314,1.0,rock,water,2025-09-19
2318,grimer,abra,grimer,325,310,1.0,poison,psychic,2026-02-08
2319,kadabra,primeape,kadabra,400,455,2.0,psychic,fighting,2025-08-24
2320,vaporeon,farfetchd,vaporeon,525,377,1.0,water,normal,2025-04-19
2321,ivysaur,pidgeotto,pidgeotto,405,349,1.0,grass,normal,2026-01-31
2322,diglett,kakuna,kakuna,265,205,0.5,ground,bug,2025-12-25
2323,persian,nidorino,persian,440,365,1.0,normal,poison,2025-05-08
2324,kabutops,persian,kabutops,495,440,1.0,rock,normal,2026-01-26
2325,weezing,staryu,weezing,490,340,1.0,poison,water,2025-11-26
2326,abra,koffing,abra,310,340,2.0,psychic,poison,2025-10-31
2327,rapidash,geodude,geodude,500,300,0.5,fire,rock,2025-04-16
2328,meowth,weepinbell,weepinbell,290,390,1.0,normal,grass,2025-07-04
2329,spearow,haunter,haunter,262,405,0.0,normal,ghost,2025-12-12
2330,starmie,chansey,starmie,520,450,1.0,water,normal,2025-04-29
2331,rhyhorn,wigglytuff,wigglytuff,345,435,1.0,ground,normal,2025-07-04
2332,charizard,krabby,charizard,534,325,0.5,fire,water,2026-01-24
2333,ponyta,omanyte,ponyta,410,355,0.5,fire,rock,2025-12-08
2334,machop,krabby,machop,305,325,1.0,fighting,water,2025-07-18
2335,tentacruel,hypno,hypno,515,483,1.0,water,psychic,2025-07-04
2336,rattata,seel,rattata,253,325,1.0,normal,water,2025-07-10
2337,dugtrio,wigglytuff,wigglytuff,425,435,1.0,ground,normal,2026-03-05
2338,charmander,magikarp,magikarp,309,200,0.5,fire,water,2025-08-28
2339,magmar,cubone,cubone,495,320,1.0,fire,ground,2025-08-17
2340,drowzee,kingler,kingler,328,475,1.0,psychic,water,2025-04-13
2341,mew,rattata,mew,600,253,1.0,psychic,normal,2026-02-16
2342,nidoran-m,kingler,kingler,273,475,1.0,poison,water,2025-12-14
2343,diglett,rhydon,rhydon,265,485,1.0,ground,ground,2025-09-10
2344,lapras,magmar,lapras,535,495,2.0,water,fire,2025-08-31
2345,beedrill,kingler,kingler,395,475,1.0,bug,water,2025-11-01
2346,abra,scyther,abra,310,500,1.0,psychic,bug,2025-09-03
2347,wartortle,ninetales,wartortle,405,505,2.0,water,fire,2025-07-17
2348,ninetales,machop,ninetales,505,305,1.0,fire,fighting,2025-05-15
2349,golbat,charmander,golbat,455,309,1.0,poison,fire,2026-01-19
2350,kingler,exeggcute,exeggcute,475,325,0.5,water,grass,2026-01-25
2351,eevee,venomoth,venomoth,325,450,1.0,normal,bug,2025-12-13
2352,weezing,alakazam,alakazam,490,500,1.0,poison,psychic,2025-06-24
2353,porygon,krabby,krabby,395,325,1.0,normal,water,2025-08-09
2354,ekans,sandslash,sandslash,288,450,0.5,poison,ground,2025-09-12
2355,vulpix,bellsprout,bellsprout,299,300,2.0,fire,grass,2025-08-16
2356,slowpoke,ivysaur,ivysaur,315,405,0.5,water,grass,2025-06-29
2357,bulbasaur,pikachu,bulbasaur,318,320,1.0,grass,electric,2025-03-16
2358,hitmonchan,jolteon,hitmonchan,455,525,1.0,fighting,electric,2025-10-11
2359,rhyhorn,gloom,rhyhorn,345,395,0.5,ground,grass,2025-12-02
2360,clefairy,dugtrio,dugtrio,323,425,1.0,fairy,ground,2025-06-23
2361,nidoran-f,horsea,horsea,275,295,1.0,poison,water,2025-11-19
2362,venonat,meowth,venonat,305,290,1.0,bug,normal,2025-12-04
2363,diglett,machoke,machoke,265,405,1.0,ground,fighting,2025-08-10
2364,chansey,sandslash,sandslash,450,450,1.0,normal,ground,2025-12-12
2365,spearow,golem,spearow,262,495,0.5,normal,rock,2026-01-03
2366,victreebel,pidgeotto,victreebel,490,349,1.0,grass,normal,2025-05-12
2367,poliwhirl,scyther,scyther,385,500,1.0,water,bug,2026-01-15
2368,venusaur,pidgey,venusaur,525,251,1.0,grass,normal,2026-03-04
2369,mewtwo,metapod,mewtwo,680,205,1.0,psychic,bug,2025-06-13
2370,ivysaur,hypno,hypno,405,483,1.0,grass,psychic,2025-10-22
2371,electabuzz,mr-mime,mr-mime,490,460,1.0,electric,psychic,2025-05-02
2372,weezing,dewgong,weezing,490,475,1.0,poison,water,2025-09-13
2373,magnemite,poliwrath,poliwrath,325,510,2.0,electric,water,2025-04-01
2374,exeggutor,hypno,hypno,530,483,1.0,grass,psychic,2025-09-06
2375,dodrio,raichu,dodrio,470,485,1.0,normal,electric,2025-03-15
2376,exeggutor,clefable,exeggutor,530,483,1.0,grass,fairy,2026-01-04
2377,flareon,tentacool,tentacool,525,335,0.5,fire,water,2025-10-31
2378,onix,horsea,horsea,385,295,1.0,rock,water,2025-04-04
2379,mr-mime,ditto,mr-mime,460,288,1.0,psychic,normal,2025-12-01
2380,bulbasaur,farfetchd,bulbasaur,318,377,1.0,grass,normal,2025-09-04
2381,butterfree,doduo,doduo,395,310,1.0,bug,normal,2025-11-08
2382,electabuzz,exeggutor,exeggutor,490,530,0.5,electric,grass,2026-01-25
2383,shellder,weezing,weezing,305,490,1.0,water,poison,2025-07-07
2384,raichu,kingler,raichu,485,475,2.0,electric,water,2025-11-28
2385,vulpix,vaporeon,vaporeon,299,525,0.5,fire,water,2025-06-22
2386,blastoise,nidorino,blastoise,530,365,1.0,water,poison,2026-01-22
2387,rapidash,kabutops,kabutops,500,495,0.5,fire,rock,2025-07-11
2388,gloom,kangaskhan,kangaskhan,395,490,1.0,grass,normal,2025-07-04
2389,omastar,poliwrath,omastar,495,510,1.0,rock,water,2025-12-10
2390,ekans,sandslash,sandslash,288,450,0.5,poison,ground,2026-02-21
2391,golbat,doduo,doduo,455,310,1.0,poison,normal,2025-10-15
2392,primeape,machop,machop,455,305,1.0,fighting,fighting,2025-03-29
2393,nidoran-m,clefairy,clefairy,273,323,2.0,poison,fairy,2025-04-17
2394,magmar,arbok,arbok,495,448,1.0,fire,poison,2025-09-18
2395,growlithe,dragonair,dragonair,350,420,0.5,fire,dragon,2025-05-04
2396,pidgeotto,grimer,pidgeotto,349,325,1.0,normal,poison,2025-08-24
2397,articuno,rhydon,rhydon,580,485,2.0,ice,ground,2025-11-13
2398,machoke,nidorina,machoke,405,365,0.5,fighting,poison,2026-01-09
2399,ekans,grimer,grimer,288,325,0.5,poison,poison,2025-12-01
2400,nidorina,dratini,nidorina,365,300,1.0,poison,dragon,2025-09-28
2401,krabby,dragonair,dragonair,325,420,0.5,water,dragon,2025-09-29
2402,pidgey,omanyte,pidgey,251,355,0.5,normal,rock,2025-08-21
2403,koffing,magneton,magneton,340,465,1.0,poison,electric,2025-03-25
2404,nidorino,vaporeon,vaporeon,365,525,1.0,poison,water,2025-05-09
2405,primeape,sandslash,primeape,455,450,1.0,fighting,ground,2025-06-05
2406,goldeen,magnemite,goldeen,320,325,1.0,water,electric,2025-10-07
2407,primeape,tauros,tauros,455,490,2.0,fighting,normal,2025-12-22
2408,tentacruel,ninetales,ninetales,515,505,2.0,water,fire,2025-03-13
2409,blastoise,magneton,blastoise,530,465,1.0,water,electric,2025-03-20
2410,nidoran-m,victreebel,victreebel,273,490,2.0,poison,grass,2025-03-11
2411,dratini,scyther,scyther,300,500,1.0,dragon,bug,2025-11-17
2412,pinsir,graveler,graveler,500,390,1.0,bug,rock,2025-08-27
2413,pidgey,seel,pidgey,251,325,1.0,normal,water,2025-11-20
2414,growlithe,kakuna,kakuna,350,205,2.0,fire,bug,2025-12-06
2415,electabuzz,electrode,electabuzz,490,490,0.5,electric,electric,2025-04-04
2416,zubat,charizard,charizard,245,534,1.0,poison,fire,2025-09-16
2417,koffing,mr-mime,mr-mime,340,460,1.0,poison,psychic,2025-08-19
2418,electrode,rattata,electrode,490,253,1.0,electric,normal,2025-10-14
2419,tentacruel,diglett,tentacruel,515,265,2.0,water,ground,2025-05-31
2420,electrode,pikachu,electrode,490,320,0.5,electric,electric,2025-05-14
2421,kakuna,rapidash,rapidash,205,500,0.5,bug,fire,2025-12-14
2422,dragonair,clefable,clefable,420,483,0.0,dragon,fairy,2025-07-03
2423,graveler,ninetales,graveler,390,505,2.0,rock,fire,2025-11-27
2424,venusaur,haunter,haunter,525,405,1.0,grass,ghost,2025-05-17
2425,sandshrew,ninetales,sandshrew,300,505,2.0,ground,fire,2025-08-01
2426,gloom,beedrill,gloom,395,395,0.5,grass,bug,2025-07-08
2427,paras,kakuna,paras,285,205,1.0,bug,bug,2025-06-17
2428,dewgong,rhydon,rhydon,475,485,2.0,water,ground,2025-04-20
2429,cubone,abra,cubone,320,310,1.0,ground,psychic,2025-11-04
2430,exeggcute,magmar,magmar,325,495,0.5,grass,fire,2025-05-06
2431,vileplume,hypno,hypno,490,483,1.0,grass,psychic,2025-03-29
2432,ekans,seaking,seaking,288,450,1.0,poison,water,2025-04-09
2433,krabby,victreebel,victreebel,325,490,0.5,water,grass,2025-07-23
2434,onix,venusaur,onix,385,525,1.0,rock,grass,2026-01-24
2435,nidoran-m,magmar,magmar,273,495,1.0,poison,fire,2025-06-20
2436,growlithe,charizard,charizard,350,534,0.5,fire,fire,2025-05-18
2437,scyther,victreebel,victreebel,500,490,2.0,bug,grass,2026-01-18
2438,parasect,kingler,kingler,405,475,1.0,bug,water,2025-04-11
2439,rhydon,ponyta,rhydon,485,410,2.0,ground,fire,2026-01-16
2440,doduo,pidgeotto,pidgeotto,310,349,1.0,normal,normal,2025-06-05
2441,venonat,cubone,cubone,305,320,1.0,bug,ground,2026-02-25
2442,electrode,snorlax,snorlax,490,540,1.0,electric,normal,2025-06-09
2443,magmar,pidgeotto,magmar,495,349,1.0,fire,normal,2025-05-12
2444,omanyte,nidoran-m,nidoran-m,355,273,1.0,rock,poison,2025-11-21
2445,nidoqueen,parasect,parasect,505,405,1.0,poison,bug,2025-03-17
2446,parasect,ivysaur,parasect,405,405,2.0,bug,grass,2025-09-28
2447,nidoran-m,metapod,nidoran-m,273,205,1.0,poison,bug,2025-11-22
2448,golbat,ekans,ekans,455,288,0.5,poison,poison,2026-02-18
2449,fearow,nidoran-m,fearow,442,273,1.0,normal,poison,2025-09-02
2450,kabuto,gloom,kabuto,355,395,1.0,rock,grass,2025-04-05
2451,bulbasaur,kadabra,bulbasaur,318,400,1.0,grass,psychic,2025-06-15
2452,golem,porygon,golem,495,395,1.0,rock,normal,2025-05-16
2453,magmar,magnemite,magmar,495,325,1.0,fire,electric,2025-09-08
2454,omanyte,lapras,omanyte,355,535,1.0,rock,water,2026-01-16
2455,butterfree,poliwhirl,butterfree,395,385,1.0,bug,water,2025-12-25
2456,ponyta,mankey,mankey,410,305,1.0,fire,fighting,2025-05-03
2457,aerodactyl,mankey,mankey,515,305,0.5,rock,fighting,2025-10-16
2458,nidorino,koffing,nidorino,365,340,0.5,poison,poison,2025-10-28
2459,machoke,krabby,krabby,405,325,1.0,fighting,water,2025-12-14
2460,exeggutor,seadra,exeggutor,530,440,2.0,grass,water,2025-10-28
2461,koffing,vulpix,vulpix,340,299,1.0,poison,fire,2026-01-30
2462,bellsprout,diglett,diglett,300,265,2.0,grass,ground,2025-05-23
2463,lapras,golbat,lapras,535,455,1.0,water,poison,2025-12-19
2464,magnemite,rhydon,rhydon,325,485,0.0,electric,ground,2025-05-02
2465,kadabra,raticate,kadabra,400,413,1.0,psychic,normal,2025-06-08
2466,nidoran-f,kabutops,kabutops,275,495,0.5,poison,rock,2025-09-20
2467,ekans,haunter,haunter,288,405,0.5,poison,ghost,2025-10-19
2468,ninetales,growlithe,ninetales,505,350,0.5,fire,fire,2026-01-16
2469,hypno,primeape,hypno,483,455,2.0,psychic,fighting,2026-01-13
2470,nidoran-m,vileplume,nidoran-m,273,490,2.0,poison,grass,2025-10-02
2471,mew,magmar,mew,600,495,1.0,psychic,fire,2025-09-10
2472,dratini,tentacruel,tentacruel,300,515,1.0,dragon,water,2025-04-30
2473,raichu,weedle,raichu,485,195,1.0,electric,bug,2025-08-20
2474,parasect,muk,muk,405,500,0.5,bug,poison,2025-03-25
2475,porygon,aerodactyl,aerodactyl,395,515,0.5,normal,rock,2025-08-13
2476,scyther,nidorino,scyther,500,365,0.5,bug,poison,2025-03-21
2477,ditto,wigglytuff,wigglytuff,288,435,1.0,normal,normal,2025-12-24
2478,hypno,moltres,moltres,483,580,1.0,psychic,fire,2026-02-08
2479,onix,kadabra,kadabra,385,400,1.0,rock,psychic,2025-08-05
2480,goldeen,parasect,goldeen,320,405,1.0,water,bug,2025-09-07
2481,staryu,magikarp,staryu,340,200,0.5,water,water,2025-07-31
2482,vaporeon,arcanine,vaporeon,525,555,2.0,water,fire,2026-01-22
2483,slowpoke,marowak,marowak,315,425,2.0,water,ground,2026-01-20
2484,spearow,raticate,raticate,262,413,1.0,normal,normal,2026-01-19
2485,oddish,dragonair,oddish,320,420,0.5,grass,dragon,2025-10-12
2486,aerodactyl,pinsir,pinsir,515,500,2.0,rock,bug,2026-03-02
2487,koffing,lapras,lapras,340,535,1.0,poison,water,2025-12-28
2488,scyther,tauros,tauros,500,490,1.0,bug,normal,2025-03-26
2489,porygon,nidoran-m,porygon,395,273,1.0,normal,poison,2025-04-26
2490,venomoth,ivysaur,ivysaur,450,405,2.0,bug,grass,2025-03-13
2491,porygon,muk,porygon,395,500,1.0,normal,poison,2025-04-03
2492,flareon,metapod,flareon,525,205,2.0,fire,bug,2025-12-11
2493,jolteon,growlithe,jolteon,525,350,1.0,electric,fire,2025-09-01
2494,clefairy,ditto,clefairy,323,288,1.0,fairy,normal,2026-02-09
2495,koffing,pinsir,koffing,340,500,1.0,poison,bug,2025-08-28
2496,nidoran-f,dewgong,dewgong,275,475,1.0,poison,water,2025-10-31
2497,omastar,nidoqueen,omastar,495,505,1.0,rock,poison,2025-07-03
2498,golem,machamp,golem,495,505,0.5,rock,fighting,2025-04-18
2499,moltres,electrode,moltres,580,490,1.0,fire,electric,2025-10-02
2500,ditto,caterpie,caterpie,288,195,1.0,normal,bug,2025-04-25
2501,electabuzz,beedrill,electabuzz,490,395,1.0,electric,bug,2025-04-26
2502,goldeen,dodrio,goldeen,320,470,1.0,water,normal,2026-01-12
2503,ivysaur,shellder,shellder,405,305,2.0,grass,water,2025-12-02
2504,exeggutor,cloyster,exeggutor,530,525,2.0,grass,water,2025-07-30
2505,magmar,dugtrio,magmar,495,425,1.0,fire,ground,2025-06-17
2506,wigglytuff,hitmonlee,wigglytuff,435,455,1.0,normal,fighting,2025-07-01
2507,ivysaur,wigglytuff,wigglytuff,405,435,1.0,grass,normal,2025-10-30
2508,growlithe,starmie,starmie,350,520,0.5,fire,water,2025-10-05
2509,gengar,weezing,weezing,500,490,1.0,ghost,poison,2025-06-06
2510,bellsprout,sandslash,sandslash,300,450,2.0,grass,ground,2025-04-05
2511,chansey,golbat,chansey,450,455,1.0,normal,poison,2025-07-28
2512,ivysaur,gastly,gastly,405,310,1.0,grass,ghost,2025-03-09
2513,dugtrio,nidoran-f,dugtrio,425,275,2.0,ground,poison,2026-02-15
2514,clefairy,exeggcute,clefairy,323,325,1.0,fairy,grass,2025-09-19
2515,blastoise,golbat,golbat,530,455,1.0,water,poison,2025-07-05
2516,bellsprout,nidoqueen,nidoqueen,300,505,0.5,grass,poison,2025-05-30
2517,pinsir,nidorino,pinsir,500,365,0.5,bug,poison,2025-08-15
2518,magikarp,voltorb,magikarp,200,330,1.0,water,electric,2026-01-11
2519,charizard,nidorino,charizard,534,365,1.0,fire,poison,2025-06-24
2520,charmander,poliwhirl,charmander,309,385,0.5,fire,water,2025-09-13
2521,weezing,venusaur,weezing,490,525,2.0,poison,grass,2025-10-10
2522,tentacruel,electabuzz,tentacruel,515,490,1.0,water,electric,2025-07-31
2523,kadabra,wigglytuff,wigglytuff,400,435,1.0,psychic,normal,2025-12-02
2524,kadabra,tentacool,tentacool,400,335,1.0,psychic,water,2025-10-24
2525,kadabra,weezing,kadabra,400,490,2.0,psychic,poison,2025-03-11
2526,sandshrew,magikarp,magikarp,300,200,1.0,ground,water,2025-12-01
2527,jigglypuff,arcanine,jigglypuff,270,555,1.0,normal,fire,2025-08-14
2528,caterpie,victreebel,victreebel,195,490,2.0,bug,grass,2025-12-23
2529,weezing,charmeleon,charmeleon,490,405,1.0,poison,fire,2026-01-20
2530,kakuna,krabby,krabby,205,325,1.0,bug,water,2025-10-02
2531,poliwag,primeape,poliwag,300,455,1.0,water,fighting,2025-07-05
2532,pidgey,lapras,lapras,251,535,1.0,normal,water,2026-02-09
2533,rapidash,nidoran-f,rapidash,500,275,1.0,fire,poison,2025-10-15
2534,shellder,lickitung,shellder,305,385,1.0,water,normal,2026-02-11
2535,parasect,metapod,parasect,405,205,1.0,bug,bug,2025-04-03
2536,farfetchd,golduck,farfetchd,377,500,1.0,normal,water,2025-10-15
2537,raichu,rhyhorn,rhyhorn,485,345,0.0,electric,ground,2025-06-29
2538,gengar,seel,gengar,500,325,1.0,ghost,water,2026-01-17
2539,charmander,aerodactyl,aerodactyl,309,515,0.5,fire,rock,2025-12-31
2540,dodrio,haunter,haunter,470,405,0.0,normal,ghost,2025-09-03
2541,mew,flareon,flareon,600,525,1.0,psychic,fire,2025-11-06
2542,victreebel,psyduck,victreebel,490,320,2.0,grass,water,2026-01-22
2543,sandslash,nidoking,sandslash,450,505,2.0,ground,poison,2025-05-03
2544,nidoqueen,metapod,nidoqueen,505,205,1.0,poison,bug,2025-04-06
2545,venomoth,diglett,diglett,450,265,1.0,bug,ground,2026-01-16
2546,raticate,kabuto,kabuto,413,355,0.5,normal,rock,2025-10-04
2547,mr-mime,meowth,mr-mime,460,290,1.0,psychic,normal,2025-12-19
2548,butterfree,nidorino,butterfree,395,365,0.5,bug,poison,2025-05-30
2549,alakazam,articuno,articuno,500,580,1.0,psychic,ice,2025-09-01
2550,kangaskhan,nidoqueen,nidoqueen,490,505,1.0,normal,poison,2026-02-01
2551,jynx,lickitung,jynx,455,385,1.0,ice,normal,2025-06-23
2552,charizard,oddish,charizard,534,320,2.0,fire,grass,2025-03-16
2553,nidoking,graveler,nidoking,505,390,0.5,poison,rock,2025-05-22
2554,pidgey,venomoth,venomoth,251,450,1.0,normal,bug,2025-08-16
2555,pinsir,porygon,porygon,500,395,1.0,bug,normal,2026-01-28
2556,oddish,chansey,chansey,320,450,1.0,grass,normal,2025-08-23
